,station_coords,station_names
128880,"'118.793998,32.025224'",长白街
128881,"'118.791098,32.029462'",太平南路·白下路
128882,"'118.792484,32.033801'",太平南路·常府街
128883,"'118.793215,32.03605'",杨公井
128884,"'118.793988,32.038436'",大行宫南
128885,"'118.790807,32.041324'",新街口东
128890,"'118.784136,32.060582'",中央路·鼓楼
128891,"'118.784141,32.067457'",玄武门地铁站南
128892,"'118.784109,32.074897'",观音里
128894,"'118.784134,32.086065'",中央门南
128895,"'118.784648,32.093789'",中央门北(1站台)
128896,"'118.784264,32.098507'",河路道
128897,"'118.782494,32.102222'",干休所
128898,"'118.780983,32.105175'",五佰村路
128899,"'118.778976,32.108971'",五塘村
128900,"'118.776286,32.112067'",白云新寓
128901,"'118.770615,32.114807'",上元门地铁站
128902,"'118.768631,32.115219'",上元门
128903,"'118.766205,32.113995'",燕江路东
128904,"'118.764449,32.112403'",燕江路
128905,"'118.759855,32.110007'",金陵六村
128906,"'118.754546,32.10825'",南堡公园
131711,"'119.100947,31.471692'",杭村客运站
131712,"'119.096497,31.471672'",杭村
131713,"'119.094615,31.47808'",大城
131714,"'119.097005,31.485708'",船舶配件产业园
131715,"'119.097791,31.48826'",李家
131716,"'119.098568,31.492561'",枫香岭村委会
131717,"'119.097383,31.497261'",下堡
131718,"'119.095914,31.501788'",上堡
131722,"'119.084405,31.544957'",山南村
131723,"'119.089887,31.553746'",碧山里村
131724,"'119.092044,31.559393'",特殊学校
131725,"'119.093242,31.569572'",小吴家边
131726,"'119.090905,31.577846'",秋湖
131727,"'119.086782,31.580972'",韦家大村
131728,"'119.083006,31.583217'",无想山驿站
131729,"'119.071948,31.601418'",东庐中学
131730,"'119.061791,31.622393'",高平大街首末站东
131732,"'119.056467,31.625397'",琉璃路幸庄路
131733,"'119.056216,31.633137'",琉璃路体育公园路
131734,"'119.056039,31.635634'",中山社区
131735,"'119.051743,31.637327'",天生桥大道东
131736,"'119.049266,31.639369'",琉璃花园
131737,"'119.049944,31.642817'",秀园桥
131738,"'119.052344,31.643633'",秦淮源公园西
131739,"'119.051228,31.645899'",馨怡嘉园
131740,"'119.046463,31.646623'",S7中山湖站东
131741,"'119.045182,31.647704'",S7中山湖站
132936,"'118.852448,32.358891'",方州广场东
132937,"'118.849753,32.358628'",方州广场南
132938,"'118.847321,32.350315'",园林东路·延安路
132939,"'118.851211,32.34961'",万汇广场
132940,"'118.857414,32.348412'",龙海小区
132941,"'118.863022,32.344754'",六合科创中心
132942,"'118.8651,32.337235'",峨嵋小区东
132943,"'118.863748,32.335764'",峨嵋小区
132944,"'118.858476,32.333682'",马营东
132945,"'118.847409,32.332821'",六合大桥西
132946,"'118.838882,32.334507'",棠城广场东
132947,"'118.835636,32.333647'",棠城广场南
132948,"'118.831269,32.329663'",六合大道·龙池路
132949,"'118.819796,32.319236'",龙池地铁站
132950,"'118.814249,32.314144'",六合大道·龙华路
132951,"'118.80844,32.308884'",六合大道·虎跃路
132952,"'118.803955,32.30481'",六合开发区地铁站
132953,"'118.798526,32.29996'",画家村西
132954,"'118.792518,32.294581'",沪江商贸城东
132955,"'118.784293,32.284844'",化工园地铁站
132956,"'118.781264,32.280732'",方巷小区东
132957,"'118.773984,32.271094'",长芦地铁站南
132958,"'118.768091,32.263208'",六合大道·马汊河
132959,"'118.752899,32.24398'",葛塘地铁站
132960,"'118.747911,32.238151'",葛塘广场南
132961,"'118.743685,32.233286'",范旭东广场西
132962,"'118.738694,32.227556'",大厂地铁站
132963,"'118.734417,32.22261'",六合大道·晓山路
132964,"'118.733875,32.221923'",江北大道·晓山路
132966,"'118.728647,32.208945'",大厂·杨庄北
132967,"'118.726901,32.203129'",南京信息工程大学
132969,"'118.72186,32.188482'",龙山南路·六合大道
132970,"'118.717287,32.186647'",高新路·侨谊路
132971,"'118.714813,32.180662'",高新路·侨康路
132972,"'118.712856,32.177604'",高新路·兰山路
132973,"'118.710922,32.173035'",高新路-新科一路
132974,"'118.709807,32.166528'",高新路·新科四路
132975,"'118.70903,32.162266'",创业新村西
132976,"'118.708069,32.157242'",东大成贤地铁站
132977,"'118.708211,32.152647'",高新路·东大路
132978,"'118.708939,32.149059'",华侨绿洲东
132979,"'118.712428,32.143426'",泰山天然居西
132984,"'118.722333,32.121233'",浦珠北路·乐华路
132985,"'118.727202,32.124265'",浦珠北路·大桥北路
132986,"'118.754997,32.092369'",四平路广场南
132987,"'118.754153,32.086828'",盐仓桥广场北
132988,"'118.753689,32.082283'",双门楼宾馆
132989,"'118.753693,32.07724'",丁山宾馆
132990,"'118.754072,32.074345'",镇江路
136657,"'118.754028,32.086094'",大桥南路总站
136661,"'118.755018,32.071027'",古平岗西
136663,"'118.748559,32.068633'",佳盛花园
136665,"'118.738755,32.063725'",江东北路·定淮门大街
136666,"'118.739316,32.061131'",江东北路·龙园北路
136667,"'118.742363,32.056584'",龙江新城市广场
136668,"'118.742737,32.051186'",汉江路
136669,"'118.743467,32.048548'",清凉门大街
136670,"'118.743754,32.044102'",凤凰花园城
136672,"'118.747799,32.03691'",纪念馆
136673,"'118.750046,32.034435'",茶亭东街
136676,"'118.772776,32.028206'",水西门
136677,"'118.778134,32.025312'",评事街
136680,"'118.777274,32.013061'",窑湾街
137498,"'118.88558,32.038269'",马群街南
137499,"'118.883093,32.036067'",顾家营路南
137500,"'118.87981,32.036964'",钟秀街中
137501,"'118.877019,32.035413'",钟秀街西
137502,"'118.874193,32.037128'",柳营西路南
137503,"'118.873031,32.039275'",柳营西路北
137508,"'118.850508,32.035179'",小卫街东
137509,"'118.850891,32.029991'",胜利村路
137511,"'118.844719,32.026306'",东苑北
137512,"'118.844722,32.02418'",银城东苑
137723,"'118.780102,31.992383'",雨花台南大门
137724,"'118.78498,31.992397'",雨花南路东
137725,"'118.792519,31.993923'",卡子门西
137727,"'118.794151,31.999596'",土城头南
137728,"'118.79329,32.00181'",土城头
137730,"'118.783014,32.006068'",梅花村
137732,"'118.78089,32.009029'",大报恩寺遗址公园
137733,"'118.782426,32.012565'",中华门城堡
137735,"'118.784271,32.021285'",中华路·瞻园路
137737,"'118.798099,32.025352'",建康路·大中桥
137738,"'118.801745,32.026963'",通济门
137739,"'118.804535,32.032322'",公园路
137740,"'118.81258,32.031919'",瑞金路
137741,"'118.818585,32.031571'",外五龙桥东
137742,"'118.825972,32.031081'",月牙湖
137743,"'118.834165,32.02899'",富丽山庄北
137744,"'118.838509,32.028788'",后标营路·童卫路
137745,"'118.843752,32.029068'",钟山花园城
137746,"'118.849102,32.028997'",长巷
137747,"'118.850876,32.03018'",胜利村路
137748,"'118.850525,32.034944'",小卫街东
137749,"'118.853563,32.035916'",理工大
137750,"'118.860043,32.035697'",孝陵卫
137752,"'118.865107,32.039154'",灵谷寺路
137753,"'118.864246,32.042346'",招呼站
137754,"'118.864891,32.050294'",灵谷寺公园
138752,"'119.023739,31.686883'",开发区管委会站
138753,"'119.013003,31.686372'",创维乐活城南
138754,"'118.986645,31.711938'",月鹭湖公园东
138755,"'118.981403,31.717796'",幸福寓
138756,"'118.973724,31.725388'",乌山站
138757,"'118.921975,31.755812'",柘塘站
138758,"'118.877387,31.779453'",成功站
138759,"'118.865723,31.783407'",星汉城
138760,"'118.856358,31.784382'",光明奶业
138761,"'118.821623,31.790495'",翔宇路北站
138972,"'118.872131,31.733199'",南京禄口机场(T1航站楼)
138973,"'118.875916,31.730833'",南京禄口机场(T2航站楼)
138974,"'118.79891,31.96675'",南京南站
138975,"'118.71831,31.991354'",新华传媒大厦
138976,"'118.724572,31.998872'",金奥中心
138977,"'118.733998,32.010617'",梦都大街
138978,"'118.7364,32.015622'",兴隆大街
138979,"'118.739823,32.028309'",集庆门大街
138980,"'118.74244,32.056674'",新城市广场
139054,"'118.758923,31.909183'",牛首山风景区
139055,"'118.774269,31.762104'",江宁台创花博园
139056,"'118.729706,31.751612'",甘泉湖风景区
139057,"'118.71682,31.724371'",石塘人家
139078,"'119.181855,31.581058'",康居路
139079,"'119.182384,31.589201'",白水塘
139080,"'119.179989,31.594326'",高速路口
139081,"'119.182131,31.603963'",林业大学
139082,"'119.184673,31.614296'",农业大学
139083,"'119.190851,31.628424'",周园
139084,"'119.191616,31.633767'",共和
139085,"'119.176418,31.631881'",神墩
139086,"'119.172462,31.631851'",周家边
139087,"'119.168471,31.631508'",交河
139088,"'119.162455,31.630713'",段家
139089,"'119.155633,31.630567'",王家边
139090,"'119.145069,31.630551'",乌龙禅寺
139091,"'119.111749,31.637561'",观音寺
139092,"'119.106437,31.644045'",东山村委会
139093,"'119.093861,31.672312'",屏溪佳苑
139094,"'119.095082,31.679063'",宁杭高铁溧水站
139095,"'119.090836,31.683598'",王武村
139096,"'119.085917,31.681265'",门神岗加油站
139097,"'119.08303,31.679714'",门神岗
139098,"'119.075799,31.675473'",十里牌
139099,"'119.068494,31.671675'",十里变电所
139100,"'119.062791,31.668561'",水保路口
139101,"'119.057235,31.664475'",天利广场
139102,"'119.052769,31.660017'",中医院南
139807,"'118.754754,32.139529'",柳洲东路·滨江大道
139808,"'118.750577,32.140013'",北外滩水城二街区北
139809,"'118.747636,32.140378'",柳洲东路地铁站东
139812,"'118.738819,32.139828'",旭日家园
139813,"'118.738574,32.138107'",老浦口商业街西
139814,"'118.738242,32.1331'",南浦路·毛纺厂路
139815,"'118.738185,32.131168'",南浦路·江山路
139816,"'118.737513,32.12896'",江山路·南浦路
139817,"'118.733875,32.127631'",江山路·大桥北路
139818,"'118.72709,32.124666'",浦珠北路·大桥北路
139819,"'118.722546,32.121522'",浦珠北路·乐华路
139820,"'118.714387,32.11628'",浦珠北路·柳洲南路
139821,"'118.708698,32.113856'",浦珠北路·浦东路
139822,"'118.700564,32.112194'",浦珠北路·浦六路
139824,"'118.684793,32.106965'",明发城市广场
139825,"'118.682961,32.105595'",浦珠中路·吉庆路
139826,"'118.678302,32.102154'",浦珠中路·浦镇大街
139828,"'118.669431,32.094922'",石佛寺·鼓楼医院江北国际医院
139829,"'118.665982,32.091695'",石佛寺南
139833,"'118.649575,32.075885'",浦珠南路·兴隆路
139836,"'118.633959,32.063761'",龙华路地铁站
139837,"'118.631303,32.061547'",文德东路·同心路
139838,"'118.626259,32.056979'",江浦市民广场
139839,"'118.625008,32.055575'",文德西路·中圣街
139840,"'118.621974,32.052554'",文德西路·江淼路
139841,"'118.615421,32.044766'",雨山路地铁站
139842,"'118.615356,32.043438'",雨山路地铁站东
141109,"'118.800304,31.984731'",夹岗
141111,"'118.812492,31.970417'",气象学院
141112,"'118.814744,31.967516'",江宁装饰城
141114,"'118.818535,31.960669'",史家里
141116,"'118.822443,31.952671'",河定桥
141117,"'118.828476,31.952799'",武夷花园
141118,"'118.831399,31.952414'",供销商厦
141632,"'118.75139,32.245595'",葛塘公交总站
141633,"'118.748986,32.243575'",葛塘·美利广场西
141634,"'118.753641,32.237812'",扬子二十一村
141635,"'118.757035,32.233634'",江北人民医院
141636,"'118.759623,32.231978'",葛关路·新华路
141637,"'118.763552,32.229573'",葛关路·长冲步行街
141638,"'118.765508,32.226567'",葛关路·旭东路
141639,"'118.765393,32.222954'",凤凰东路·葛关路
141640,"'118.763315,32.219257'",凤凰东路·毕洼路
141641,"'118.760399,32.21427'",凤凰南路·西厂门
141642,"'118.757382,32.209133'",凤凰南路·育英路
141643,"'118.752338,32.20535'",凤凰南路·卸甲甸
141644,"'118.744782,32.203753'",凤滨嘉园
141645,"'118.741145,32.208692'",大厂·新庄
141646,"'118.735067,32.208085'",大厂·杨庄东
141648,"'118.716502,32.16852'",六合大道·沿江
141652,"'118.723819,32.137227'",弘阳广场
141653,"'118.727664,32.133691'",毛纺厂路地铁站
141654,"'118.729045,32.131431'",大桥北路隧道南
141660,"'118.794273,32.086426'",南京站·南广场西
142473,"'118.77247,32.239735'",扬子石化总站
142474,"'118.767944,32.24159'",扬子五村
142475,"'118.763281,32.238286'",扬子二村北
142476,"'118.76477,32.234887'",扬子二村南
142477,"'118.760643,32.230446'",新华路·葛关路
142478,"'118.755051,32.227283'",新华路·毕洼路
142479,"'118.75042,32.224659'",新华路·园东路
142480,"'118.745903,32.222046'",新华路·健民路
142481,"'118.74231,32.216953'",海棠花园
142482,"'118.738586,32.210697'",杨庄北村
142483,"'118.735138,32.20808'",大厂·杨庄东
142484,"'118.726891,32.203129'",南京信息工程大学
142485,"'118.724586,32.195431'",龙王山东
142486,"'118.720726,32.182484'",六合大道·王家洼路
142487,"'118.719254,32.177605'",旭日学府北
142488,"'118.717279,32.17102'",高新医院
142490,"'118.713936,32.159618'",浦泗立交南
142491,"'118.713028,32.156044'",宁六路·丽景路
142492,"'118.713475,32.149438'",宁六路·东大路
142493,"'118.715701,32.144601'",泰山新村地铁站
142494,"'118.721428,32.139414'",弘阳广场北
142496,"'118.727778,32.133552'",毛纺厂路地铁站
142498,"'118.75497,32.092161'",四平路广场南
142499,"'118.754379,32.0882'",盐仓桥
142500,"'118.763153,32.077015'",中山北路·三牌楼
142501,"'118.768753,32.072147'",中山北路·虹桥
142502,"'118.775093,32.066624'",山西路
142503,"'118.782463,32.06023'",中山北路·鼓楼
142504,"'118.781667,32.05934'",鼓楼公交总站
143501,"'118.85738,32.006567'",银龙花园
143502,"'118.853814,32.00172'",银龙花园东
143503,"'118.84968,31.99974'",西桐桥
143504,"'118.844146,32.00366'",银龙雅苑
143505,"'118.841309,32.006256'",湿地公园站
143506,"'118.841836,32.008286'",秦淮科技高中
143507,"'118.843638,32.012827'",友谊河路南
143508,"'118.844851,32.016963'",友谊河路
143519,"'118.807803,32.040123'",西安门
143520,"'118.801072,32.040599'",中山东路·逸仙桥
143521,"'118.797203,32.04089'",大行宫东
143523,"'118.780088,32.042067'",新街口西
143524,"'118.774986,32.042442'",汉中路·莫愁路
143526,"'118.761048,32.039648'",汉中门大街东
143527,"'118.756896,32.037542'",莫愁新寓
143528,"'118.750281,32.038664'",汉中门大街·嫩江路
143529,"'118.745566,32.038889'",康怡花园
143530,"'118.740435,32.039652'",裕华名居
143531,"'118.737014,32.039761'",典雅居
143532,"'118.734496,32.040508'",浦江路·汉中门大街
143533,"'118.734444,32.041997'",金陵世纪花园
144941,"'118.885404,32.12128'",尧化门总站
144942,"'118.879466,32.11757'",省人民医院栖霞分院
144943,"'118.87471,32.114719'",尧化新村
144944,"'118.869801,32.114834'",金尧山庄南门
144945,"'118.858995,32.112931'",丁家庄
144946,"'118.855718,32.110423'",奋斗村
144947,"'118.854018,32.109205'",奋斗村西
144948,"'118.852328,32.109358'",寅春路·华银路
144949,"'118.849135,32.112324'",丁家庄地铁站
144950,"'118.846854,32.115229'",寅春路·瑞福街
144953,"'118.833516,32.116102'",迈化路·万晓路
144954,"'118.830034,32.11516'",青秀城南
144955,"'118.8225,32.112014'",逸文路·玉尚路
144956,"'118.822639,32.109425'",逸文路南
144957,"'118.821071,32.106433'",熙湲路·逸文路
144960,"'118.809358,32.099319'",省中西医结合医院
144961,"'118.80895,32.095404'",十字街
144962,"'118.809058,32.093012'",红山森林动物园
144963,"'118.809246,32.089602'",红山路·华跃路
144964,"'118.809284,32.085742'",曹后村站
145671,"'118.749419,31.992201'",公交车辆厂
145675,"'118.723854,31.966936'",竹柳新村
145683,"'118.690052,31.946503'",西善桥地铁站
146454,"'118.86228,31.957405'",东山总站西门
146455,"'118.859528,31.956016'",宁泉北苑
146456,"'118.857668,31.957901'",东城金发市场
146457,"'118.852844,31.956328'",大街东站
146458,"'118.8483,31.954567'",新医路
146459,"'118.844711,31.95356'",城中
146460,"'118.837431,31.951793'",区委
146461,"'118.830982,31.952614'",供销商厦
146462,"'118.828056,31.95289'",武夷花园
146463,"'118.822006,31.952734'",河定桥
146464,"'118.819397,31.956975'",河定桥北
146465,"'118.818709,31.960788'",史家里
146466,"'118.817305,31.964054'",岔路口
146467,"'118.815697,31.966991'",江宁装饰城
146468,"'118.812824,31.970521'",气象学院
146469,"'118.802706,31.981672'",双龙街
146473,"'118.793168,31.993989'",卡子门大街西
146474,"'118.787834,31.996349'",养回红村
146475,"'118.786118,31.998411'",雨花台东大门
146476,"'118.783441,32.003269'",雨花路立交桥
146477,"'118.780319,32.004539'",雨花台北大门
146478,"'118.775006,32.005415'",雨花西路北
147295,"'118.773934,31.993417'",临时站
147307,"'118.783156,32.017304'",中华路·长乐路
147309,"'118.785091,32.024275'",中华路·三山街
147310,"'118.785813,32.027084'",内桥南
147311,"'118.78653,32.030628'",内桥
147312,"'118.787148,32.034897'",羊皮巷
147313,"'118.790221,32.036775'",淮海路东
147315,"'118.794853,32.041859'",南京图书馆
147316,"'118.795172,32.044185'",大行宫北
147317,"'118.796494,32.049892'",四牌楼
147318,"'118.79772,32.055444'",太平北路·鸡鸣寺
147319,"'118.784126,32.061638'",市口腔医院
147320,"'118.784141,32.067374'",玄武门地铁站南
147323,"'118.784135,32.08582'",中央门南
147324,"'118.784803,32.094578'",中央门北(2站台)
147327,"'118.798923,32.095795'",东井亭
147328,"'118.801904,32.097547'",红山站
147334,"'118.816964,32.114633'",晓庄
147335,"'118.815923,32.116993'",南京卫校
147336,"'118.809985,32.116432'",晓庄村
147337,"'118.802343,32.114996'",幕府东路
147338,"'118.79869,32.116203'",水吉路南
147339,"'118.801413,32.119169'",幕府创新小镇
149320,"'118.699355,31.933843'",岱山南路总站东
149321,"'118.70203,31.932635'",云栖玫瑰园
149324,"'118.700272,31.940142'",平治东苑西
149326,"'118.693763,31.939283'",徐村街·岱善路
149327,"'118.691488,31.941854'",恒永东苑西
149328,"'118.691139,31.943481'",恒永东苑北
149334,"'118.67838,31.949143'",岱山西路北
149545,"'118.976921,32.116674'",经天路地铁站
149546,"'118.983429,32.121146'",守敬路南
149547,"'118.982826,32.124006'",仙林湖
149548,"'118.982021,32.127743'",守敬路
149549,"'118.980286,32.128967'",纬地路·守敬路
149551,"'118.973172,32.129195'",星叶枫情水岸西
149552,"'118.97471,32.132718'",毕升路南
149553,"'118.970697,32.134404'",毕升路北
149554,"'118.989406,32.143521'",江枫大道南
149555,"'118.988731,32.14623'",江枫大道·官窑山南路
149556,"'118.990242,32.14761'",官窑山南路西
149689,"'118.94862,32.147496'",栖霞山总站
149690,"'118.945664,32.145534'",南象山
149691,"'118.937204,32.146408'",戴家库
149692,"'118.929063,32.143815'",南京炼油厂
149693,"'118.911872,32.134326'",十月村东
149694,"'118.904578,32.134375'",十月村
149695,"'118.883828,32.12895'",尧辰路·新城路
149696,"'118.884791,32.125363'",尧辰路·东苑路
149697,"'118.885907,32.123394'",尧辰路·尧佳路
149698,"'118.885404,32.12128'",尧化门总站东
149701,"'118.873153,32.111075'",尧化门市民广场
149702,"'118.868446,32.106398'",三元祠
149703,"'118.86115,32.101556'",外贸仓库
149710,"'118.799911,32.088467'",南京站·北广场东
150173,"'118.943545,32.066323'",银亿东城
150174,"'118.947643,32.064683'",银亿东城·十一街区
150175,"'118.946931,32.061554'",银亿东城·十街区
150176,"'118.949583,32.05941'",东郊小镇·第三街区
150177,"'118.951784,32.055352'",东郊小镇·第四街区
150178,"'118.955475,32.051759'",东郊小镇地铁站东(东行)
150179,"'118.9543,32.052223'",东郊小镇地铁站东(西行)
150342,"'118.860596,32.112995'",丁家庄西
150343,"'118.860925,32.111142'",瑞安街·瑞丽路
150344,"'118.859179,32.106931'",丁家庄南地铁站
150345,"'118.853641,32.107971'",迈皋桥街道
150346,"'118.852299,32.109343'",寅春路·华银路
150347,"'118.850701,32.112225'",丁家庄地铁站东
150348,"'118.852843,32.113513'",瑞平街西
150349,"'118.85463,32.114586'",瑞平街·瑞丽路
150350,"'118.85407,32.116773'",瑞丽路·瑞平北街
150351,"'118.85239,32.118489'",瑞丽路·和悦街
150352,"'118.850867,32.120146'",瑞丽路北
150353,"'118.852185,32.121443'",燕丹路·瑞霞路
150354,"'118.857326,32.123419'",凤梧园
151472,"'118.943386,32.105649'",羊山公园地铁站
151473,"'118.992946,32.274667'",东沟
152317,"'118.976654,32.116151'",经天路
152318,"'118.95951,32.108763'",南大仙林校区
152319,"'118.939971,32.1038'",羊山公园
152320,"'118.930412,32.098663'",仙林中心
152321,"'118.916778,32.09128'",学则路
152322,"'118.904914,32.084911'",仙鹤门
152323,"'118.905932,32.071682'",金马路
152324,"'118.894721,32.049649'",马群
152325,"'118.869395,32.039146'",钟灵街
152326,"'118.858058,32.035416'",孝陵卫
152327,"'118.848373,32.037578'",下马坊
152328,"'118.83531,32.040239'",苜蓿园
152329,"'118.819746,32.039218'",明故宫
152330,"'118.805761,32.040108'",西安门
152331,"'118.794774,32.041028'",大行宫
152333,"'118.776202,32.042283'",上海路
152334,"'118.76708,32.042725'",汉中门
152335,"'118.758964,32.037306'",莫愁湖
152336,"'118.747323,32.034912'",云锦路
152337,"'118.73958,32.028573'",集庆门大街
152338,"'118.736465,32.015197'",兴隆大街
152339,"'118.729086,32.005077'",奥体东
152341,"'118.722613,31.983679'",雨润大街
152342,"'118.721361,31.966454'",油坊桥
152343,"'118.701494,31.960723'",螺塘路
152344,"'118.691716,31.962351'",青莲街
152345,"'118.678564,31.965968'",天保街
152346,"'118.669853,31.96673'",鱼嘴
153217,"'103.467499,29.576909'",高铁峨眉山站(南口)
153218,"'103.451548,29.567194'",峨眉山旅游客运中心
153219,"'103.445891,29.568573'",报国寺
153220,"'103.441024,29.578706'",黄湾游客中心
153314,"'120.679802,30.491611'",客运中心
153315,"'120.683982,30.490216'",东长新苑
153316,"'120.686372,30.492397'",老年大学
153317,"'120.686351,30.49865'",百合社区
153318,"'120.688629,30.501953'",卫生管理中心(人民医院南)
153319,"'120.693882,30.502697'",南丰桥
153320,"'120.699957,30.503542'",风和丽苑
153321,"'120.703787,30.505251'",农丰社区
153322,"'120.701993,30.511253'",硖石街道卫生院
153323,"'120.706853,30.512535'",海宁党校
153324,"'120.709472,30.51252'",东欣佳苑
153325,"'120.714526,30.512492'",教育园区
153326,"'120.71627,30.514039'",碧云路海州路口
153327,"'120.716285,30.518806'",硖石小学
153328,"'120.719548,30.519906'",浙大国际校区(西)
153329,"'120.722359,30.523951'",白公堰港桥
153330,"'120.726438,30.523685'",浙大国际校区(北)
153331,"'120.731049,30.523346'",村口港桥
153332,"'120.734497,30.523095'",郭家兜
153333,"'120.739923,30.531046'",丘家浜桥
153334,"'120.739434,30.538826'",长山
153890,"'120.25666,31.852478'",南闸中心小学
153891,"'120.247643,31.85389'",南闸站
153892,"'120.247635,31.856604'",南闸医院
153893,"'120.249275,31.858108'",居民一村
153894,"'120.256193,31.858318'",缪家村
153895,"'120.262244,31.858273'",谢园村
153896,"'120.274892,31.858106'",虹桥路口(大桥南路)
153897,"'120.276951,31.862291'",江阴高铁站
153898,"'120.286681,31.869173'",交通驾校
153899,"'120.292629,31.874333'",百意中医院
153900,"'120.296221,31.882463'",彩云桥
153901,"'120.296706,31.889681'",永安小区
153902,"'120.29627,31.90223'",天鹤六村
153903,"'120.295177,31.905571'",南方公寓(浦发村镇银行)
153904,"'120.291344,31.907265'",延陵路
153905,"'120.286743,31.907217'",文定菜场
153906,"'120.278255,31.909706'",交警城中中队
153907,"'120.275518,31.910279'",人民医院北门
153908,"'120.269574,31.910391'",市政公司
153909,"'120.266153,31.906604'",中山站
153910,"'120.262946,31.904075'",西门
153911,"'120.261817,31.901856'",杏春站
154374,"'102.468264,24.846307'",麦地厂
154375,"'102.474026,24.857875'",新甸房
154376,"'102.479975,24.86346'",小溪邑
154377,"'102.493964,24.864663'",阿思邑
154378,"'102.493108,24.866453'",思邑村
154379,"'102.500812,24.883752'",平顶山市场
154380,"'102.494033,24.893247'",昆钢医院
154438,"'81.255226,43.921227'",开发区停车场
154439,"'81.248619,43.924854'",格林雅居
154440,"'81.242081,43.928528'",汉宾六队
154441,"'81.236343,43.931709'",阿旺都食品公司
154442,"'81.231049,43.934769'",康宁佳苑一期
154443,"'81.22448,43.938519'",康宁佳苑二期
154444,"'81.219147,43.940979'",新村幼儿园
154445,"'81.216789,43.939232'",巴彦岱新村小学
154446,"'81.214684,43.937531'",巴彦岱新村
154519,"'102.49369,24.902647'",晓塘花园
154520,"'102.494506,24.897961'",昆钢一小
154521,"'102.495528,24.892781'",南区农贸市场
154522,"'102.496685,24.890509'",望湖
154523,"'102.500481,24.887603'",黄金海岸
154524,"'102.504167,24.885734'",湖西小区
154525,"'102.504513,24.886539'",湖西正大门
154526,"'102.507607,24.889444'",新村商场
154527,"'102.510368,24.890806'",新村停车场
154528,"'102.51257,24.89067'",昆钢南大门
154529,"'102.510559,24.894613'",昆钢物资总库
154640,"'119.545425,33.746033'",芦蒲镇
154641,"'119.549523,33.758112'",东吴村
154642,"'119.554162,33.768559'",裴王村
154643,"'119.558234,33.777535'",三马村
154644,"'119.565865,33.790021'",新荡佳苑
154645,"'119.573817,33.802324'",曹安村
154646,"'119.582629,33.811946'",孔苏村委会
154647,"'119.605497,33.837105'",邮政局
154648,"'119.615782,33.845027'",羊寨中心街
154649,"'119.620326,33.843763'",羊寨卫生院
154650,"'119.625218,33.842421'",羊寨工业园
154651,"'119.63799,33.839123'",阜羊村
154652,"'119.660239,33.824648'",致富大桥
154653,"'119.662068,33.825135'",德安德公司
154654,"'119.668863,33.820695'",同泰化工
154655,"'119.675065,33.816775'",协鑫再生能源
154656,"'119.691463,33.811441'",郭墅敬老院
154657,"'119.734076,33.797726'",兴庄居委会
154658,"'119.746089,33.792073'",东方滤袋(缪黄村)
154659,"'119.754926,33.787834'",阜升集团
154660,"'119.764023,33.783557'",公交西站
154661,"'119.766653,33.784048'",城西圆盘
154662,"'119.767181,33.786282'",丽锦嘉园
154663,"'119.769333,33.787697'",西城沁园
154664,"'119.777786,33.786908'",城西花园
154665,"'119.779449,33.786756'",阳光花苑
154666,"'119.784396,33.786414'",通榆新村
154667,"'119.787626,33.786172'",小商品市场
154668,"'119.790298,33.785938'",保险公司
154669,"'119.792561,33.785781'",自来水公司
154670,"'119.796849,33.785435'",铁军广场
154671,"'119.800171,33.785178'",中医院
154672,"'119.800833,33.788993'",百盛花苑
154673,"'119.808933,33.793465'",天宇华庄
154674,"'119.814211,33.794662'",邮政局
154675,"'119.819549,33.795331'",公交东站
154676,"'119.823028,33.795532'",万国汽配城
154677,"'119.839844,33.796046'",城东村
154678,"'119.846313,33.796172'",方黄中学
154679,"'119.854265,33.795795'",十里风光带景区
154680,"'119.864462,33.796783'",杜庄村
154681,"'119.91051,33.799033'",蛤蜊港小区
154682,"'119.91658,33.799058'",盘龙古寺景区(合吴线)
154683,"'119.929625,33.798249'",北汛村
154684,"'119.937611,33.797521'",高铁阜宁东站
156696,"'118.763129,32.238186'",扬子二村北
156697,"'118.764861,32.234796'",扬子二村南
156698,"'118.76075,32.230507'",新华路·葛关路
156699,"'118.755149,32.227341'",新华路·毕洼路
156700,"'118.750399,32.224637'",新华路·园东路
156701,"'118.745964,32.222092'",新华路·健民路
156702,"'118.742293,32.216903'",海棠花园
156703,"'118.738663,32.210825'",杨庄北村
156704,"'118.735335,32.208087'",大厂·杨庄东
156707,"'118.720737,32.182501'",六合大道·王家洼路
156708,"'118.719232,32.177517'",旭日学府北
156711,"'118.713946,32.159642'",浦泗立交南
156714,"'118.715599,32.144553'",泰山新村地铁站
156715,"'118.721476,32.139362'",弘阳广场北
156716,"'118.723714,32.137314'",弘阳广场
156719,"'118.754978,32.092217'",四平路广场南
156720,"'118.754372,32.0882'",盐仓桥
