,station_coords,station_names
68320,"'102.328294,25.018355'",青龙中学路口
68701,"'102.410795,24.922158'",凯宇光电
68702,"'102.413377,24.920705'",友谊集团
68703,"'102.415654,24.919875'",麒麟工业园区
68704,"'102.416103,24.919772'",纽米科技
68705,"'102.418918,24.919417'",麒麟农贸市场
68706,"'102.420964,24.919405'",康利纸业
68707,"'102.426953,24.920327'",麒麟家园
68708,"'102.438871,24.925662'",云南交通运输职业学院后门
68709,"'102.44997,24.921941'",新哨湾
68710,"'102.453331,24.920759'",宁湖
68711,"'102.457479,24.920758'",龙山湖畔
68712,"'102.4599,24.915334'",宁湖九号
68713,"'102.462622,24.91428'",安宁中学
68714,"'102.466286,24.915478'",金色国际
68715,"'102.466289,24.919002'",上城名筑
68716,"'102.473801,24.919849'",安宁一小
68717,"'102.475952,24.918756'",市人民医院
68718,"'102.479887,24.917708'",稠州银行
68719,"'102.481999,24.920078'",百花公园
68720,"'102.485938,24.925187'",金方路
72570,"'118.92393,32.034738'",天泉路
76557,"'118.839545,31.930729'",武夷绿洲
76558,"'118.842172,31.927645'",兴宁路中
76559,"'118.845245,31.925619'",潭桥公寓北园
76560,"'118.846163,31.930022'",竹山路地铁站南
76561,"'118.843164,31.931861'",竹山路地铁站
76562,"'118.839668,31.930995'",武夷绿洲
76563,"'118.83245,31.929325'",小龙湾地铁站
76564,"'118.823895,31.928202'",宁溧路东
76565,"'118.81727,31.928459'",宁溧路西
76567,"'118.807487,31.928707'",天元西路地铁站
76568,"'118.802473,31.928201'",爱涛路
76569,"'118.800191,31.928941'",静淮街南
76570,"'118.799294,31.933672'",静淮街
76571,"'118.798449,31.939818'",静淮街北
76572,"'118.795352,31.943455'",胜太西路
76573,"'118.788191,31.94292'",南航北门
76583,"'118.777925,31.97674'",软件大道地铁站东
76584,"'118.784887,31.977457'",花神庙地铁站
76585,"'118.787005,31.977122'",茶花路
76586,"'118.792411,31.969437'",玉盘西街
76587,"'118.796647,31.966722'",南京南站
77518,"'118.737888,31.971882'",琥珀花园西
77519,"'118.739155,31.970882'",琥珀花园东
77520,"'118.749761,31.964102'",韩府坊
77521,"'118.753722,31.962744'",春江路西
77522,"'118.759009,31.963206'",春江路东
77523,"'118.761227,31.96314'",铁心桥西
77524,"'118.764341,31.971944'",宁双路·华为路
77529,"'118.763191,31.994179'",安德门
77662,"'119.008807,31.613575'",水墨秦淮
77664,"'119.025773,31.616068'",高岩路口
77665,"'119.026406,31.619366'",西旺路口
77666,"'119.028706,31.621676'",草鞋山路口
77667,"'119.031575,31.625726'",高平大街
77668,"'119.032209,31.628355'",幸庄路口
77669,"'119.03392,31.629913'",人民医院南
77671,"'119.032409,31.635395'",省溧中东站
77674,"'119.020399,31.640065'",金庭国际花园
77678,"'119.026984,31.654688'",状元坊
77679,"'119.026805,31.656857'",三眼井
77680,"'119.026771,31.661732'",商业幼儿园
77681,"'119.02668,31.666302'",天人佳园
77682,"'119.026554,31.673207'",一品骊城东
77683,"'119.026415,31.679484'",双塘路北
77684,"'119.026289,31.683147'",喜之郎东
77685,"'119.023739,31.686883'",开发区管委会
77688,"'119.017205,31.698576'",群力路口
77689,"'119.026905,31.698928'",秀山路
77690,"'119.030466,31.698453'",团山站
78503,"'118.968996,32.112718'",元化路
78504,"'118.962713,32.109609'",南大仙林校区
78505,"'118.938446,32.103699'",中医药大学
78506,"'118.932566,32.105787'",南京邮电大学
78507,"'118.924867,32.103436'",南京财经大学
78508,"'118.919685,32.101852'",文苑路
78509,"'118.911797,32.099447'",亚东新城区
78510,"'118.904808,32.097225'",仙隐北路
78511,"'118.886007,32.097674'",徐庄软件园东
78512,"'118.880368,32.096121'",徐庄软件园
78513,"'118.864113,32.093365'",聚宝山地铁站
78514,"'118.841725,32.091067'",王家湾
78515,"'118.819483,32.084972'",玄武大道·长途东站
78516,"'118.810417,32.079045'",新庄广场东
78518,"'118.771645,32.077475'",司背后
78520,"'118.750347,32.069166'",定淮门
78521,"'118.742099,32.065567'",清江花苑
78522,"'118.73734,32.064951'",舸舫西园
78523,"'118.736325,32.06127'",宝船遗址公园
78524,"'118.73632,32.059086'",中保村
78987,"'115.602214,38.865634'",保定东站
78988,"'115.593887,38.867111'",大堤口村
78989,"'115.571208,38.865616'",耐斯·智慧海
78990,"'115.562844,38.866367'",中国古动物馆(东风路)
78991,"'115.558293,38.866509'",银定庄
78992,"'115.551842,38.866314'",银定庄污水处理厂
78993,"'115.542807,38.866035'",河北软件技术学院
78994,"'115.534081,38.865738'",河大附属医院北院
78995,"'115.530922,38.865639'",保定市人民医院
78996,"'115.526872,38.865515'",军校广场
78997,"'115.522217,38.865372'",长天药业
78998,"'115.517144,38.865247'",水利局
78999,"'115.508064,38.865559'",东风路长城大街口
79000,"'115.50481,38.866316'",滨河公园
79001,"'115.501272,38.867148'",小北门
79002,"'115.497223,38.868107'",和平里
79003,"'115.492799,38.869453'",东风桥市场
79004,"'115.483955,38.872986'",市公安局
79005,"'115.479128,38.873938'",卫生科
79006,"'115.471855,38.873852'",建设银行
79007,"'115.468819,38.876554'",万博广场
79008,"'115.468766,38.879659'",竞秀公园
79009,"'115.468666,38.883556'",市图书馆
79010,"'115.468552,38.888191'",北国先天下
79011,"'115.468448,38.893136'",保百购物广场
79012,"'115.468353,38.897346'",市规划局
79013,"'115.468224,38.903244'",大志电器
79014,"'115.46815,38.906763'",北方建设公司
79015,"'115.468078,38.910264'",保定·中关村创新中心
79016,"'115.464215,38.914432'",大学科技园
79017,"'115.459711,38.915941'",高科产业园
79948,"'118.796167,31.967642'",南京南站
79949,"'118.790648,31.961434'",梅香路
79950,"'118.79342,31.959463'",宏运大道·梅香路
79951,"'118.799075,31.959428'",宏运大道·金源路
79952,"'118.802209,31.959853'",宏运大道·金兰路
79953,"'118.80947,31.962236'",宏运大道·民生路
79954,"'118.814392,31.964626'",岔路口西
79955,"'118.816963,31.964176'",岔路口
79956,"'118.818481,31.960872'",史家里
79957,"'118.819187,31.956511'",河定桥北
79958,"'118.820009,31.951749'",河定桥南
79959,"'118.821393,31.943906'",胜太路
79960,"'118.821381,31.937027'",白龙广场
79962,"'118.82172,31.925973'",廿一世纪现代城
79963,"'118.823334,31.922626'",双龙大道高湖路
79964,"'118.828705,31.917645'",清水亭东路
79965,"'118.83143,31.918293'",清水亭东路殷华街
79966,"'118.832352,31.917921'",殷华街北
79967,"'118.832685,31.913097'",殷巷新寓东5区
79968,"'118.832968,31.908663'",殷华街广场
79969,"'118.833199,31.905279'",清水亭小学
79970,"'118.8318,31.902961'",九竹路西
79971,"'118.824768,31.902143'",兰台街
79972,"'118.821753,31.900093'",文心街·南师附中江宁分校
79973,"'118.822783,31.894988'",同仁客运站·南师附中江宁分校
79974,"'118.820976,31.894102'",东大北门
79975,"'118.817184,31.893829'",吉印大道兰台街
79976,"'118.812171,31.893525'",吉印大道(东大九龙湖宾馆)
79977,"'118.810565,31.892241'",苏源大道
79978,"'118.811286,31.885058'",江宁开发区综保区
79979,"'118.813109,31.878725'",综保区场站
80972,"'119.044321,32.142645'",大宅门
80973,"'119.045831,32.136538'",狮子山
80974,"'119.044851,32.134428'",伯爵山
80975,"'119.039373,32.133205'",泰达青筑
80976,"'119.035178,32.12878'",理想城
80977,"'119.024846,32.127562'",翡翠华府
80978,"'119.017648,32.126369'",彩虹城
80979,"'119.017625,32.12315'",同城世家
80980,"'119.016653,32.119991'",仙林东路同城世家
80981,"'119.011732,32.120495'",仙林国际花园
80982,"'119.001898,32.120673'",南京液晶谷南
80985,"'118.981968,32.127561'",守敬路
80986,"'118.982666,32.124146'",仙林湖
80987,"'118.983607,32.12003'",守敬路南
81261,"'118.796066,31.967825'",南京南站
81262,"'118.792517,31.968225'",玉盘西街
81263,"'118.787904,31.975747'",茶花路
81264,"'118.789734,31.978746'",翠岛花城
81265,"'118.795166,31.982054'",花神美境
81266,"'118.797379,31.983568'",软件大道东
81267,"'118.798214,31.988704'",卡子门大街南
81268,"'118.796583,31.991103'",卡子门
81269,"'118.795937,31.993928'",城头城
81270,"'118.796364,32.00198'",路子铺
81272,"'118.799225,32.016592'",白鹭东苑
81274,"'118.803033,32.022356'",象房村西路
81275,"'118.807023,32.021437'",象房村
81276,"'118.809547,32.023266'",解放南路南
81277,"'118.80997,32.025398'",大光路北
81278,"'118.810364,32.030396'",解放南路
81279,"'118.810395,32.035339'",瑞金北村
81280,"'118.810776,32.042084'",黄埔路
81281,"'118.818644,32.046316'",后宰门
81282,"'118.819654,32.052751'",富贵山
81283,"'118.814642,32.067561'",龙蟠路·岗子村
81284,"'118.813042,32.070553'",锁金村
81285,"'118.810428,32.075837'",新庄广场南
81286,"'118.802895,32.081333'",龙蟠路·南京站东
81287,"'118.798406,32.084484'",南京站·南广场东
81990,"'118.7574,32.036214'",莫愁湖公园西门
81991,"'118.756605,32.034282'",莫愁湖西路
81992,"'118.754846,32.033396'",水西门大街·大士茶亭
81995,"'118.748788,32.026327'",沿河村南站
81996,"'118.747963,32.024033'",安如村
81997,"'118.746003,32.021194'",应天大街
81998,"'118.743858,32.018127'",庐山路·怡康街
81999,"'118.740555,32.013676'",白鹭东街
82000,"'118.738934,32.011662'",河西金陵中学
82001,"'118.737333,32.009578'",庐山路·松花江东街
82002,"'118.735126,32.00691'",庐山路·青石村
82003,"'118.735348,32.004018'",牡丹江街·恒山路
82004,"'118.735607,32.002265'",恒山路·新安江街
82005,"'118.733903,32.000216'",恒山路北
82006,"'118.73222,31.998171'",恒山路
82007,"'118.730583,31.996184'",恒山路·富春江东街
82008,"'118.730368,31.993695'",楠溪江东街
82009,"'118.72774,31.989268'",黄山路·白龙江东街
82010,"'118.724093,31.985328'",黄山路·嘉陵江东街
82011,"'118.722183,31.98327'",黄山路·双和街
82012,"'118.719121,31.979989'",黄山路·金沙江东街
82013,"'118.734383,31.96122'",贾西新苑
82014,"'118.733323,31.959398'",贾西地铁站
82015,"'118.731024,31.958416'",东升山庄西门
82016,"'118.730897,31.955771'",陇淮路
82017,"'118.730787,31.953163'",陇淮路南
82018,"'118.730094,31.951898'",福善路
82019,"'118.72717,31.952064'",善水路
82020,"'118.726315,31.949872'",福润总站
82951,"'118.689499,31.946252'",西善桥地铁站
82952,"'118.684963,31.944226'",天保桥
82953,"'118.677849,31.940321'",黄村
82954,"'118.668477,31.940893'",红太阳装饰城
82955,"'118.659881,31.933062'",凤舞路东
82956,"'118.65648,31.930336'",石林大公园
82957,"'118.657883,31.927695'",凤集大道·龙飞路
82958,"'118.663207,31.925994'",凤集大道东
82959,"'118.662237,31.920935'",板桥
82960,"'118.65965,31.920868'",振兴路南
82961,"'118.664484,31.919193'",华兴大街西
82962,"'118.668064,31.917949'",雨花医院北
82963,"'118.672811,31.915595'",华兴大街东
82964,"'118.673056,31.911201'",绿城大道·石巷街
82965,"'118.666455,31.902445'",金地自在城东
82966,"'118.660781,31.90075'",金地自在城南
82967,"'118.655667,31.900573'",新亭大街·新湖大道
82968,"'118.650811,31.902718'",新亭大街·陶埠路
82969,"'118.645004,31.90533'",新亭大街西
82970,"'118.643405,31.908246'",板桥新城
82971,"'118.645608,31.907799'",金域华府
82972,"'118.648577,31.907327'",金域华府东
82973,"'118.650336,31.910382'",莲花湖总站
83480,"'118.642852,31.907969'",板桥新城总站
83481,"'118.644705,31.905239'",新亭大街西
83482,"'118.650633,31.902593'",新亭大街·陶埠路
83483,"'118.654336,31.900951'",新亭大街·新湖大道
83484,"'118.658875,31.902861'",金地体育公园东
83485,"'118.661362,31.906685'",莲花湖公园东
83486,"'118.664479,31.910812'",新湖大道·石闸街
83487,"'118.668872,31.915113'",新湖大道·华兴路
83488,"'118.673843,31.919662'",新湖大道·板桥河
83489,"'118.676247,31.922157'",柿子树村
83490,"'118.683043,31.926384'",新湖大道·西柿路
83491,"'118.685153,31.929136'",朱山头
83492,"'118.691055,31.935786'",岱善路西
83493,"'118.695077,31.938828'",岱善路·徐村街
83494,"'118.700165,31.942599'",平治东苑北
83495,"'118.700417,31.944158'",岱山东路·西柿路
83496,"'118.700313,31.951013'",建宁一村
83497,"'118.704445,31.95286'",建宁
83498,"'118.707954,31.95384'",地勘新苑
83499,"'118.712067,31.953989'",顾家庄
83500,"'118.718741,31.959644'",西善桥北
83501,"'118.718091,31.963208'",莲池路·平良大街
83502,"'118.720156,31.965812'",油坊桥地铁站
84011,"'118.784478,32.005635'",梅花村
84012,"'118.787797,32.00544'",应天大街·养虎巷
84013,"'118.794375,32.004998'",双桥门西
84016,"'118.817982,32.013408'",御水湾花园
84017,"'118.823116,32.013589'",观前里
84018,"'118.83513,32.011736'",石杨路·江南明珠
84019,"'118.840295,32.010777'",万达家园
84020,"'118.842014,32.00898'",秦淮科技高中
84021,"'118.841248,32.005753'",湿地公园
84022,"'118.843924,32.003676'",银龙雅苑
84023,"'118.849783,31.999553'",西桐桥
84024,"'118.853656,32.001521'",银龙花园东
84025,"'118.857278,32.006322'",银龙花园
84026,"'118.859826,32.007155'",杨庄
84027,"'118.865551,32.006033'",石杨路·永丰大道
84028,"'118.869984,32.00823'",永丰大道·紫霄路
84029,"'118.873772,32.010056'",白下高新园区
84891,"'118.860795,32.035653'",孝陵卫
84892,"'118.863678,32.036388'",大栅门
84893,"'118.869405,32.039049'",钟灵街
84894,"'118.875557,32.043755'",柳营
84895,"'118.878402,32.045895'",顾家营
84896,"'118.883156,32.047306'",五棵松
84897,"'118.887859,32.049013'",钟山学院
84898,"'118.895281,32.049485'",马群
84899,"'118.910616,32.05227'",芝嘉花园
84900,"'118.913701,32.053152'",百水桥地铁站西
84901,"'118.918273,32.054314'",省勘查技术院
84902,"'118.921858,32.054757'",麒麟门西
84903,"'118.92224,32.053216'",文荟路北
84904,"'118.925547,32.0502'",悦民路中
84905,"'118.926758,32.051215'",麒麟门地铁站南
84906,"'118.931113,32.05406'",锦绣花园
84907,"'118.938589,32.052669'",麒麟山庄
84908,"'118.95034,32.052223'",东郊小镇地铁站西
84909,"'118.951997,32.05319'",东郊小镇·邻里中心
84910,"'118.951714,32.055677'",东郊小镇·第四街区
84911,"'118.949978,32.058785'",东郊小镇·第三街区
84912,"'118.947153,32.061736'",银亿东城·十街区
84913,"'118.947746,32.06449'",银亿东城·十一街区
84914,"'118.944562,32.066163'",银亿东城
85467,"'118.77158,32.10526'",金域中央总站
85468,"'118.774035,32.108411'",幕府新村
85469,"'118.779874,32.111181'",五塘村东
85470,"'118.785217,32.112782'",旭日景城
85471,"'118.789626,32.113955'",黄方村
85472,"'118.797851,32.113795'",窑上村
85473,"'118.801064,32.114399'",幕府东路
85474,"'118.810616,32.116237'",晓庄村
85475,"'118.81546,32.11658'",南京卫校
85476,"'118.821021,32.116583'",晓庄广场东
85477,"'118.824884,32.116831'",大瓜园
85478,"'118.828745,32.117758'",大瓜园东
85479,"'118.832248,32.118815'",万寿地铁站西
85480,"'118.83441,32.115789'",墨香路北
85481,"'118.834236,32.109882'",万寿村
85482,"'118.83416,32.107127'",合作村
85483,"'118.835334,32.104753'",兴贤佳园北门
85484,"'118.838872,32.105122'",南山
85485,"'118.842384,32.106388'",上城名苑
85486,"'118.847921,32.10763'",兴兴路
85487,"'118.854038,32.109094'",奋斗村西
85996,"'118.782367,32.077411'",新模范马路东
85997,"'118.784156,32.078518'",玄武湖隧道
85998,"'118.781784,32.084896'",四川路
85999,"'118.780052,32.085266'",汇林绿洲东
86000,"'118.779838,32.08847'",金贸大街·建宁路
86001,"'118.77681,32.090712'",金桥市场
86002,"'118.773788,32.091633'",城河村
86003,"'118.766654,32.093537'",民生街
86004,"'118.762192,32.094032'",长平桥东
86005,"'118.75962,32.093995'",长平桥西
86006,"'118.731458,32.128171'",长江大桥北
86007,"'118.73439,32.127603'",江山路·大桥北路
86008,"'118.739953,32.13012'",明发外滩广场
86009,"'118.7442,32.133638'",江山路·明发滨江新城
86010,"'118.745661,32.136189'",江山路·明江路
86011,"'118.745239,32.140591'",柳洲东路地铁站西
86012,"'118.740936,32.14106'",柳洲东路·南浦路
86013,"'118.734177,32.141796'",旭日上城一区北
86014,"'118.732841,32.143223'",天润城五街区东
86015,"'118.73317,32.14547'",天润城四街区西
86016,"'118.734299,32.152657'",天润城十二街区东
86017,"'118.734865,32.156233'",百润路北
86018,"'118.739028,32.157986'",江岸水城北
86019,"'118.740943,32.15454'",江岸水城东
86020,"'118.740616,32.151892'",润富花园
87246,"'118.699592,31.971345'",元前路总站
87247,"'118.698043,31.969559'",吴侯街·太清路
87248,"'118.698317,31.966154'",高庙路·文荟街
87249,"'118.703316,31.965115'",高庙路东
87250,"'118.707993,31.96484'",清辉园
87251,"'118.710997,31.969013'",中和村南
87252,"'118.712547,31.971176'",中和村
87253,"'118.712971,31.973367'",永初路地铁站
87254,"'118.710287,31.977729'",庐山路·友谊街
87255,"'118.717222,31.984888'",庐山路·雨润大街
87256,"'118.72496,31.98188'",双和园
87257,"'118.729889,31.984386'",泰山路·康文路
87258,"'118.732742,31.987511'",中胜地铁站南
87259,"'118.738681,31.994187'",新城科技园地铁站南
87260,"'118.740168,31.995988'",新城科技园地铁站北
87261,"'118.739466,31.99835'",新安江街中
87262,"'118.736424,32.000235'",新安江街·黄山路南
87263,"'118.733612,32.001976'",新安江街
87264,"'118.734183,32.005523'",庐山路·牡丹江街
87265,"'118.73671,32.008671'",庐山路·松花江东街
87266,"'118.739139,32.011773'",河西金陵中学
87267,"'118.740758,32.013812'",白鹭东街
87268,"'118.744064,32.018261'",庐山路·怡康街
87269,"'118.745499,32.020405'",应天大街
87270,"'118.748129,32.024249'",安如村
87271,"'118.74873,32.025923'",沿河村南
87272,"'118.745091,32.028003'",白鹭花园
87273,"'118.743301,32.029554'",云锦路
87274,"'118.744179,32.033257'",云锦路·水西门大街
87275,"'118.740781,32.03451'",水西门大街·江东门
87276,"'118.73604,32.034413'",万达广场北
87277,"'118.733924,32.032895'",万达广场西
87278,"'118.73194,32.032001'",集贤路
87279,"'118.72879,32.031673'",清江南路
88402,"'118.700954,31.937307'",岱山南路·岱山中路
88408,"'118.688338,31.940055'",邱村街·西柿路
88409,"'118.689301,31.942747'",岱山北路西
88410,"'118.693511,31.944392'",明尚西苑北
88411,"'118.69738,31.945902'",明尚东苑北
88418,"'118.719375,31.965933'",油坊桥地铁站西
88419,"'118.715032,31.970989'",友谊街·中和路
88421,"'118.709026,31.977941'",友谊街·庐山路
88422,"'118.706238,31.981138'",河西儿童医院2号门
88423,"'118.704355,31.984983'",邺城路·青奥村东
88424,"'118.707223,31.987809'",国际青年文化中心
88425,"'118.709448,31.989979'",青年文化中心东门
88426,"'118.711118,31.991672'",燕山路南
88427,"'118.713949,31.994537'",燕山路·博览中心西门
88428,"'118.714656,31.995318'",白龙江西街总站
89131,"'118.830226,31.982785'",汇景和园西
89132,"'118.826236,31.986745'",汇彩路·佳营东路
89133,"'118.821906,31.984857'",汇彩路·神机营路
89134,"'118.81679,31.982805'",汇彩路西
89135,"'118.81464,31.983583'",柴园北路南
89136,"'118.812745,31.985198'",汇景家园景富苑(招呼站)
89137,"'118.808789,31.983494'",汇景家园·景文苑
89138,"'118.802598,31.981808'",双龙街
89139,"'118.800964,31.984501'",夹岗
89147,"'118.789359,31.989737'",宁南小区
89148,"'118.788765,31.987127'",花神湖
89150,"'118.789642,31.978923'",翠岛花城
89151,"'118.785103,31.977696'",花神庙地铁站
89152,"'118.781566,31.977281'",雨花市民中心南
89153,"'118.779202,31.979494'",竹影路
89154,"'118.778065,31.981575'",阅城国际南门
89157,"'118.779388,31.988458'",花神庙
89158,"'118.780122,31.992541'",雨花台南大门
90699,"'118.944903,32.132685'",九乡河西路
90703,"'118.93178,32.121588'",文澜路·南工院西
90704,"'118.925262,32.118423'",邮电大学北
90705,"'118.920562,32.115428'",学海路
90706,"'118.91658,32.112695'",文澜路北
90707,"'118.91497,32.107231'",文澜路
90708,"'118.916443,32.101902'",文澜路南
90709,"'118.913791,32.097621'",学衡路·亚东新城区
90710,"'118.916602,32.093637'",学衡路
90711,"'118.915623,32.090518'",学则路地铁站西
90712,"'118.909787,32.0873'",仙鹤门东
90713,"'118.902691,32.083524'",仙鹤门
90714,"'118.898405,32.081238'",朱庄北
90715,"'118.891181,32.083423'",徐庄文化中心
90716,"'118.893472,32.08697'",苏宁总部
90717,"'118.893843,32.091257'",物联网中心
90718,"'118.89083,32.094071'",研发二区
90719,"'118.88801,32.092389'",动漫走廊
90720,"'118.884125,32.094345'",徐庄软件产业基地
90721,"'118.880073,32.096006'",徐庄软件园
90722,"'118.869514,32.093912'",东杨坊
90725,"'118.836414,32.089854'",伊刘邨
90726,"'118.832571,32.094333'",墨香路总站
91483,"'118.904506,32.035894'",中花岗总站
91484,"'118.908966,32.038574'",花港北路·迎福路
91485,"'118.911583,32.04031'",东花岗北
91486,"'118.914276,32.039795'",东花岗
91487,"'118.910416,32.037254'",花港路·天泉路
91488,"'118.907405,32.034935'",花港路·迎福路
91489,"'118.904834,32.03428'",中花岗
91490,"'118.900803,32.036732'",马高路·南湾营路
91491,"'118.894735,32.035473'",南湾营
91492,"'118.896033,32.036814'",文康苑
91493,"'118.900386,32.039987'",融康苑
91494,"'118.904925,32.042815'",宁康苑
91495,"'118.906738,32.047409'",百水芊城
91496,"'118.905467,32.050495'",百水芊城北门
91497,"'118.892553,32.049561'",马群
91498,"'118.88869,32.04927'",钟山学院
91499,"'118.883096,32.047426'",五棵松
91500,"'118.87693,32.045129'",顾家营
91501,"'118.874123,32.042648'",柳营
91502,"'118.870664,32.040065'",钟灵街
91503,"'118.864543,32.036981'",大栅门
91504,"'118.858656,32.03564'",孝陵卫
91967,"'118.887883,32.048923'",钟山学院
91969,"'118.906623,32.048637'",百水芊城北门
91970,"'118.906775,32.045239'",百水芊城
91971,"'118.90438,32.042651'",宁康苑
91972,"'118.900452,32.040169'",融康苑
91973,"'118.896092,32.03699'",文康苑
91974,"'118.894791,32.035868'",南湾营
91975,"'118.89572,32.034288'",南湾营南
91976,"'118.903618,32.035179'",中花岗
91977,"'118.902898,32.032533'",西花岗东
91978,"'118.900245,32.031253'",西花岗
91979,"'118.896597,32.030199'",聚福路北
92136,"'118.836628,32.117413'",万寿停车场
92139,"'118.834157,32.106984'",合作村
92140,"'118.834084,32.104481'",小营村
92141,"'118.833127,32.100169'",墨香路
92143,"'118.826957,32.087435'",樱铁村
92145,"'118.810267,32.07886'",新庄广场东
92150,"'118.762771,32.071879'",水佐岗
92151,"'118.756502,32.071215'",古平岗
92392,"'118.683267,31.977278'",海峡城西
92393,"'118.681352,31.973715'",江东南路·天保街
92394,"'118.685335,31.974197'",江东南路·新亭街
92395,"'118.690248,31.974923'",江东南路·龙王大街
92396,"'118.693516,31.975294'",吴侯街地铁站
92397,"'118.696975,31.975932'",江东南路·吴侯街
92398,"'118.70367,31.978185'",平良大街地铁站
92399,"'118.707573,31.980738'",江东南路·友谊街
92400,"'118.712847,31.985673'",江东中路·江山大街
92402,"'118.721939,31.990231'",庐山路·嘉陵江东街
92403,"'118.725967,31.99493'",庐山路·中央公园
92404,"'118.731262,32.001867'",庐山路·奥体大街
92412,"'118.75,32.028988'",沿河村
92413,"'118.750885,32.030782'",玉塘村
92414,"'118.753599,32.033568'",水西门大街·大士茶亭
92415,"'118.764052,32.03121'",莫愁湖公园南门
92416,"'118.769809,32.031649'",虎踞南路·水西门
92417,"'118.769264,32.035042'",虎踞南路·建邺路
92418,"'118.766968,32.040573'",虎踞南路·汉中门
92419,"'118.765316,32.043162'",虎踞路·汉中门
92420,"'118.760659,32.047278'",虎踞路·清凉山
92421,"'118.760913,32.048144'",清凉山公园
92422,"'118.767242,32.047535'",省人民医院
92423,"'118.770115,32.050018'",脑科医院
92424,"'118.77283,32.051141'",随家仓
92425,"'118.779922,32.050041'",儿童医院
92426,"'118.785816,32.050078'",珠江路·中山路
92427,"'118.789243,32.048708'",红庙
93688,"'118.656566,31.902368'",金地体育公园南
93690,"'118.645152,31.905256'",新亭大街西
93691,"'118.637201,31.902101'",古雄大道南
93692,"'118.63733,31.897643'",绿洲南苑
93693,"'118.63342,31.899948'",殷富庄南
93694,"'118.637145,31.903361'",殷富庄
93695,"'118.642016,31.910098'",三山矶路东
93696,"'118.63247,31.914536'",润泰市场北
93697,"'118.637027,31.924615'",锦华新城西门
93698,"'118.63796,31.927001'",锦华新城北
93699,"'118.634685,31.92987'",洋河营运中心
93700,"'118.636673,31.933811'",雨花创业园
93701,"'118.640055,31.93626'",三鸿
93702,"'118.643841,31.936792'",凤集大道
93703,"'118.645929,31.93498'",中兴广场
93704,"'118.655929,31.929809'",石林大公园
93705,"'118.659973,31.933046'",凤舞路东
93706,"'118.667912,31.940456'",红太阳装饰城
93707,"'118.665098,31.944471'",刘村地铁站
94088,"'118.742871,31.982506'",小行小区
94089,"'118.734049,31.987673'",河西大街·中胜东
94090,"'118.735768,31.976363'",油坊桥立交东
94091,"'118.730022,31.971836'",油坊桥立交南
94092,"'118.724594,31.967645'",竹柳新村
94093,"'118.722681,31.96568'",油坊桥地铁站东
94095,"'118.712151,31.954081'",顾家庄
94096,"'118.708511,31.95393'",地勘新苑
94097,"'118.705711,31.953503'",建宁
94098,"'118.700195,31.951046'",建宁一村
94099,"'118.69441,31.948451'",芮村
94103,"'118.672752,31.93592'",红太阳装饰城3号门
94104,"'118.67083,31.93428'",板桥农场
94110,"'118.657799,31.917379'",青年路
94111,"'118.652901,31.915159'",朝阳西苑
94112,"'118.648319,31.913336'",朝阳新村
94113,"'118.643233,31.910633'",板桥收费站
94114,"'118.638026,31.904566'",宁芜公路·梅满路
94115,"'118.635944,31.902198'",殷富庄
94116,"'118.631714,31.899262'",殷富庄南
94117,"'118.629181,31.898037'",新建
94118,"'118.626635,31.895097'",永安花苑
94119,"'118.625104,31.893655'",生建
95112,"'118.731762,32.057487'",宁工新寓
95113,"'118.736274,32.05561'",中保村南
95114,"'118.73623,32.053158'",银城街
95115,"'118.736133,32.050973'",湘江路
95116,"'118.732615,32.046842'",鼓教二村
95117,"'118.730647,32.046081'",育才公寓
95118,"'118.731433,32.043149'",东宝路总站
95119,"'118.734375,32.042088'",金陵世纪花园
95120,"'118.734383,32.041015'",浦江路·汉中门大街
95121,"'118.731908,32.03971'",汉中门大街·清江路
95122,"'118.723589,32.03763'",清河路
95123,"'118.721032,32.033732'",清河路南
95124,"'118.721222,32.031761'",省老年公寓西
95125,"'118.722782,32.031128'",省老年公寓东
95126,"'118.729615,32.029373'",集庆门大街·清江南路
95127,"'118.736732,32.028624'",万达广场南
95368,"'118.898268,32.091918'",仙居雅苑
95369,"'118.900378,32.088481'",仙鹤茗苑
95370,"'118.903056,32.084865'",仙鹤门地铁站
95371,"'118.90503,32.082201'",石狮路北
95372,"'118.9077,32.07783'",紫东创意园
95373,"'118.908451,32.072574'",金马路地铁站
95374,"'118.908795,32.065854'",紫金上林苑
95375,"'118.911955,32.05995'",交通技师学院西门
95376,"'118.91605,32.053741'",百水桥地铁站东
95378,"'118.921674,32.054782'",麒麟门西
95379,"'118.928208,32.053344'",麒麟门地铁站
95382,"'118.950551,32.052205'",东郊小镇地铁站西
95383,"'118.955475,32.051759'",东郊小镇地铁站东
95384,"'118.961868,32.052677'",晨光村
95385,"'118.968928,32.054965'",金丝岗
95386,"'118.971566,32.048517'",小东山
95387,"'118.968257,32.044958'",金丝岗南
95768,"'118.944332,32.116552'",羊山北路总站
95769,"'118.93864,32.115311'",羊山北路西
95770,"'118.93524,32.108095'",仙境路
95771,"'118.931358,32.104117'",学典路·文苑路
95772,"'118.932256,32.100667'",学典路
95773,"'118.929107,32.099826'",仙林中心站
95774,"'118.927103,32.09961'",杉湖西路
95775,"'118.921551,32.099017'",学津路
95776,"'118.916962,32.098085'",文枢东路
95777,"'118.913998,32.097443'",学衡路·亚东新城区
